Series_Title,Released_Year,Certificate,Genre,IMDB_Rating,Overview,Director,Star1,Star2,Star3,Star4,Keywords,soup
Airlift,2016,Adult,drama  history,8.0,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",rajamenon,akshaykumar,nimratkaur,kumudmishra,prakashbelawadi, ,drama  history rajamenon akshaykumar nimratkaur kumudmishra prakashbelawadi  
Bajrangi Bhaijaan,2015,Adult,action  adventure  comedy,8.0,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,kabirkhan,salmankhan,harshaalimalhotra,nawazuddinsiddiqui,kareenakapoor, ,action  adventure  comedy kabirkhan salmankhan harshaalimalhotra nawazuddinsiddiqui kareenakapoor  
Baby,2015,Adult,action  crime  thriller,8.0,"An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",neerajpandey,akshaykumar,dannydenzongpa,ranadaggubati,taapseepannu, ,action  crime  thriller neerajpandey akshaykumar dannydenzongpa ranadaggubati taapseepannu  
La La Land,2016,Adult,comedy  drama  music,8.0,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",damienchazelle,ryangosling,emmastone,rosemariedewitt,j.k.simmons, ,comedy  drama  music damienchazelle ryangosling emmastone rosemariedewitt j.k.simmons  
Lion,2016,Family,biography  drama,8.0,"A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.",garthdavis,devpatel,nicolekidman,rooneymara,sunnypawar, ,biography  drama garthdavis devpatel nicolekidman rooneymara sunnypawar  
The Martian,2015,Adult,adventure  drama  sci-fi,8.0,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",ridleyscott,mattdamon,jessicachastain,kristenwiig,katemara, ,adventure  drama  sci-fi ridleyscott mattdamon jessicachastain kristenwiig katemara  
Zootopia,2016,Family,animation  adventure  comedy,8.0,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",byronhoward,richmoore,jaredbush,ginnifergoodwin,jasonbateman, ,animation  adventure  comedy byronhoward richmoore jaredbush ginnifergoodwin jasonbateman  
Bãhubali: The Beginning,2015,Adult,action  drama,8.0,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",s.s.rajamouli,prabhas,ranadaggubati,ramyakrishnan,sathyaraj, ,action  drama s.s.rajamouli prabhas ranadaggubati ramyakrishnan sathyaraj  
Kaguyahime no monogatari,2013,Family,animation  adventure  drama,8.0,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.",isaotakahata,chloëgracemoretz,jamescaan,marysteenburgen,jamesmarsden, ,animation  adventure  drama isaotakahata chloëgracemoretz jamescaan marysteenburgen jamesmarsden  
Wonder,2017,Family,drama  family,8.0,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",stephenchbosky,jacobtremblay,owenwilson,izabelavidovic,juliaroberts, ,drama  family stephenchbosky jacobtremblay owenwilson izabelavidovic juliaroberts  
Gully Boy,2019,Adult,drama  music  romance,8.0,A coming-of-age story based on the lives of street rappers in Mumbai.,zoyaakhtar,vijayvarma,nakulroshansahdev,ranveersingh,vijayraaz, ,drama  music  romance zoyaakhtar vijayvarma nakulroshansahdev ranveersingh vijayraaz  
Special Chabbis,2013,Adult,crime  drama  thriller,8.0,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,neerajpandey,akshaykumar,anupamkher,manojbajpayee,jimmysheirgill, ,crime  drama  thriller neerajpandey akshaykumar anupamkher manojbajpayee jimmysheirgill  
Short Term 12,2013,Adult,drama,8.0,A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.,destindanielcretton,brielarson,frantzturner,johngallagherjr.,kaitlyndever, ,drama destindanielcretton brielarson frantzturner johngallagherjr. kaitlyndever  
Serbuan maut 2: Berandal,2014,Adult,action  crime  thriller,8.0,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",garethevans,ikouwais,yayanruhian,arifinputra,okaantara, ,action  crime  thriller garethevans ikouwais yayanruhian arifinputra okaantara  
The Imitation Game,2014,Adult,biography  drama  thriller,8.0,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.",mortentyldum,benedictcumberbatch,keiraknightley,matthewgoode,allenleech, ,biography  drama  thriller mortentyldum benedictcumberbatch keiraknightley matthewgoode allenleech  
Guardians of the Galaxy,2014,Adult,action  adventure  comedy,8.0,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,jamesgunn,chrispratt,vindiesel,bradleycooper,zoesaldana, ,action  adventure  comedy jamesgunn chrispratt vindiesel bradleycooper zoesaldana  
Blade Runner 2049,2017,Adult,action  drama  mystery,8.0,"Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",denisvilleneuve,harrisonford,ryangosling,anadearmas,davebautista, ,action  drama  mystery denisvilleneuve harrisonford ryangosling anadearmas davebautista  
Her,2013,Adult,drama  romance  sci-fi,8.0,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",spikejonze,joaquinphoenix,amyadams,scarlettjohansson,rooneymara, ,drama  romance  sci-fi spikejonze joaquinphoenix amyadams scarlettjohansson rooneymara  
Bohemian Rhapsody,2018,Adult,biography  drama  music,8.0,"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",bryansinger,ramimalek,lucyboynton,gwilymlee,benhardy, ,biography  drama  music bryansinger ramimalek lucyboynton gwilymlee benhardy  
The Revenant,2015,Adult,action  adventure  drama,8.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,alejandrog.iñárritu,leonardodicaprio,tomhardy,willpoulter,domhnallgleeson, ,action  adventure  drama alejandrog.iñárritu leonardodicaprio tomhardy willpoulter domhnallgleeson  
The Perks of Being a Wallflower,2012,Adult,drama  romance,8.0,An introvert freshman is taken under the wings of two seniors who welcome him to the real world,stephenchbosky,loganlerman,emmawatson,ezramiller,paulrudd, ,drama  romance stephenchbosky loganlerman emmawatson ezramiller paulrudd  
Tropa de Elite 2: O Inimigo Agora é Outro,2010,Adult,action  crime  drama,8.0,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",josépadilha,wagnermoura,irandhirsantos,andréramiro,milhemcortaz, ,action  crime  drama josépadilha wagnermoura irandhirsantos andréramiro milhemcortaz  
The King's Speech,2010,Family,biography  drama  history,8.0,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",tomhooper,colinfirth,geoffreyrush,helenabonhamcarter,derekjacobi, ,biography  drama  history tomhooper colinfirth geoffreyrush helenabonhamcarter derekjacobi  
The Help,2011,Adult,drama,8.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.",tatetaylor,emmastone,violadavis,octaviaspencer,brycedallashoward, ,drama tatetaylor emmastone violadavis octaviaspencer brycedallashoward  
Deadpool,2016,Adult,action  adventure  comedy,8.0,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",timmiller,ryanreynolds,morenabaccarin,t.j.miller,edskrein, ,action  adventure  comedy timmiller ryanreynolds morenabaccarin t.j.miller edskrein  
Darbareye Elly,2009,Family,drama  mystery,8.0,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,asgharfarhadi,golshiftehfarahani,shahabhosseini,taranehalidoosti,merilazare'i, ,drama  mystery asgharfarhadi golshiftehfarahani shahabhosseini taranehalidoosti merilazare'i  
Dev.D,2009,Adult,drama  romance,8.0,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",anuragkashyap,abhaydeol,mahiegill,kalkikoechlin,dibyendubhattacharya, ,drama  romance anuragkashyap abhaydeol mahiegill kalkikoechlin dibyendubhattacharya  
Yip Man,2008,Adult,action  biography  drama,8.0,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",wilsonyip,donnieyen,simonyam,siu-wongfan,katunglam, ,action  biography  drama wilsonyip donnieyen simonyam siu-wongfan katunglam  
My Name Is Khan,2010,Adult,drama,8.0,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,karanjohar,shahrukhkhan,kajol,sheetalmenon,katiea.keane, ,drama karanjohar shahrukhkhan kajol sheetalmenon katiea.keane  
Nefes: Vatan Sagolsun,2009,Adult,action  drama  thriller,8.0,Story of 40-man Turkish task force who must defend a relay station.,leventsemerci,erdemcan,metehorozoglu,ilkerkizmaz,barisbagci, ,action  drama  thriller leventsemerci erdemcan metehorozoglu ilkerkizmaz barisbagci  
Slumdog Millionaire,2008,Adult,drama  romance,8.0,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",dannyboyle,loveleentandan,devpatel,freidapinto,saurabhshukla, ,drama  romance dannyboyle loveleentandan devpatel freidapinto saurabhshukla  
Black Swan,2010,Adult,drama  thriller,8.0,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",darrenaronofsky,natalieportman,milakunis,vincentcassel,winonaryder, ,drama  thriller darrenaronofsky natalieportman milakunis vincentcassel winonaryder  
Tropa de Elite,2007,Adult,action  crime  drama,8.0,"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",josépadilha,wagnermoura,andréramiro,caiojunqueira,milhemcortaz, ,action  crime  drama josépadilha wagnermoura andréramiro caiojunqueira milhemcortaz  
The Avengers,2012,Adult,action  adventure  sci-fi,8.0,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,josswhedon,robertdowneyjr.,chrisevans,scarlettjohansson,jeremyrenner, ,action  adventure  sci-fi josswhedon robertdowneyjr. chrisevans scarlettjohansson jeremyrenner  
Persepolis,2007,Adult,animation  biography  drama,8.0,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,vincentparonnaud,marjanesatrapi,chiaramastroianni,catherinedeneuve,genarowlands, ,animation  biography  drama vincentparonnaud marjanesatrapi chiaramastroianni catherinedeneuve genarowlands  
Dallas Buyers Club,2013,Adult,biography  drama,8.0,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",jean-marcvallée,matthewmcconaughey,jennifergarner,jaredleto,stevezahn, ,biography  drama jean-marcvallée matthewmcconaughey jennifergarner jaredleto stevezahn  
The Pursuit of Happyness,2006,Family,biography  drama,8.0,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,gabrielemuccino,willsmith,thandienewton,jadensmith,brianhowe, ,biography  drama gabrielemuccino willsmith thandienewton jadensmith brianhowe  
Blood Diamond,2006,Adult,adventure  drama  thriller,8.0,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",edwardzwick,leonardodicaprio,djimonhounsou,jenniferconnelly,kagisokuypers, ,adventure  drama  thriller edwardzwick leonardodicaprio djimonhounsou jenniferconnelly kagisokuypers  
